id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,state,zipcode,market,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month
4607307,23873896,17/11/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,['phone'],t,f,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33045988,-71.04291442,t,Apartment,Private room,2,1,1,1,Real Bed,$99.00,,,,,1,$0.00,1,1125,3 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
7933149,814298,13/07/2011,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,22,"['email', 'phone', 'reviews', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.34304929,-71.05566569,t,Other,Private room,2,6,1,1,Real Bed,$144.00,$900.00,,$200.00,,1,$0.00,2,1125,2 weeks ago,,16,45,73,348,06/09/2016,15,92,f,f,strict,19,1.22
1887507,970787,14/08/2011,"Boston, Massachusetts, United States",within a few hours,100%,87%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.34065579,-71.05116632,t,Apartment,Private room,2,1,1,1,Real Bed,$100.00,,,$100.00,$15.00,1,$10.00,2,1125,a week ago,,0,0,15,15,06/09/2016,42,87,f,f,strict,2,1.22
13864196,19008767,27/07/2014,"Massachusetts, United States",within an hour,100%,98%,f,7,7,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33935275,-71.05035151,t,Townhouse,Private room,2,2,1,1,Real Bed,$125.00,,,$100.00,$25.00,1,$15.00,1,1125,today,,12,32,55,330,06/09/2016,7,91,f,f,strict,5,4.77
5868798,30473016,02/04/2015,US,N/A,N/A,N/A,f,1,1,['phone'],t,f,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33416628,-71.02951494,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$225.00,,,,,1,$0.00,1,1125,3 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
13044229,72163500,15/05/2016,US,within a day,100%,80%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.3296389,-71.05510714,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00,,,,$75.00,1,$0.00,1,1125,4 weeks ago,,3,3,3,3,06/09/2016,8,93,f,f,flexible,1,2.64
13863117,19008767,27/07/2014,"Massachusetts, United States",within an hour,100%,98%,f,7,7,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33897721,-71.05090218,t,Townhouse,Private room,2,2,1,1,Real Bed,$119.00,,,$100.00,$30.00,1,$15.00,1,1125,2 days ago,,10,34,59,334,06/09/2016,7,94,f,f,strict,5,3.5
12208307,34122490,24/05/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33477751,-71.04858112,t,Apartment,Private room,1,1,1,3,Real Bed,$70.00,,,,,1,$0.00,1,1125,3 months ago,,0,0,0,0,06/09/2016,1,100,f,f,flexible,1,0.38
13306033,20334603,20/08/2014,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,,"Boston, MA",42.32816318,-71.05719195,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$300.00,,,,$100.00,1,$0.00,2,1125,today,,4,32,56,56,06/09/2016,0,,f,f,strict,1,
5163162,26704689,25/01/2015,"Boston, Massachusetts, United States",within an hour,100%,99%,t,7,7,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.3330209,-71.05220255,t,Apartment,Entire home/apt,8,1,2,4,Real Bed,$200.00,,,$500.00,$100.00,3,$40.00,1,1125,today,,21,49,79,354,06/09/2016,68,95,f,f,strict,7,3.78
14928333,36238029,19/06/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'linkedin', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33734875,-71.04815021,f,Apartment,Private room,2,1,1,1,Real Bed,$90.00,,,,$25.00,1,$0.00,1,1125,today,,11,34,64,339,06/09/2016,0,,f,f,strict,1,
9013631,26704689,25/01/2015,"Boston, Massachusetts, United States",within an hour,100%,99%,t,7,7,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33178081,-71.05236165,t,Apartment,Entire home/apt,11,1,3,8,Real Bed,$250.00,,,$500.00,$150.00,3,$45.00,1,1125,yesterday,,23,47,65,340,06/09/2016,16,100,f,f,strict,7,6.08
5851489,616024,23/05/2011,"Boston, Massachusetts, United States",within a few hours,80%,61%,f,2,2,"['email', 'phone', 'facebook', 'reviews']",t,f,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.3397966,-71.04881414,t,Apartment,Private room,1,1,1,2,Real Bed,$169.00,$500.00,"$3,000.00",$500.00,$50.00,1,$25.00,1,1125,3 weeks ago,,26,50,80,355,06/09/2016,3,100,f,f,flexible,1,0.24
4196643,3594203,17/09/2012,"Boston, Massachusetts, United States",within an hour,100%,99%,f,20,20,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33024549,-71.05546171,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,$99.00,,,,$99.00,4,$5.00,2,1125,today,,8,32,53,324,06/09/2016,72,85,f,t,strict,8,3.04
11127085,26347507,19/01/2015,US,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33569354,-71.04772417,f,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,$500.00,,,,,1,$0.00,2,1125,7 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
13550969,26704689,25/01/2015,"Boston, Massachusetts, United States",within an hour,100%,99%,t,7,7,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33146036,-71.0531129,t,Apartment,Entire home/apt,11,1,3,8,Real Bed,$330.00,,,$500.00,$150.00,4,$40.00,1,1125,today,,21,51,81,356,06/09/2016,11,100,f,f,strict,7,5.5
8930592,4776690,20/01/2013,"Boston, Massachusetts, United States",within an hour,100%,94%,f,4,4,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33524293,-71.04390496,t,House,Entire home/apt,8,1,3,4,Real Bed,$99.00,,,$300.00,$100.00,6,$15.00,1,1125,today,,11,25,51,83,06/09/2016,70,92,f,f,strict,4,6.42
12665563,20823261,01/09/2014,"Boston, Massachusetts, United States",within an hour,100%,95%,f,2,2,"['email', 'phone', 'reviews']",t,f,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.3348437,-71.04995025,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$140.00,,,,,2,$15.00,1,1125,today,,1,5,16,16,06/09/2016,13,89,f,f,flexible,2,3
4261784,17814164,08/07/2014,"Boston, Massachusetts, United States",within a few hours,80%,50%,f,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33685478,-71.04693754,t,Apartment,Private room,2,1,1,1,Real Bed,$80.00,"$1,000.00",,$500.00,$100.00,1,$45.00,1,1125,16 months ago,,30,55,85,360,06/09/2016,3,87,f,f,strict,2,0.2
4261781,17814164,08/07/2014,"Boston, Massachusetts, United States",within a few hours,80%,50%,f,2,2,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33764799,-71.04500814,t,Apartment,Entire home/apt,2,1,2,2,Real Bed,$250.00,,,$450.00,$135.00,1,$35.00,1,1125,13 months ago,,30,60,90,365,06/09/2016,10,90,f,f,strict,2,0.68
10749794,26704689,25/01/2015,"Boston, Massachusetts, United States",within an hour,100%,99%,t,7,7,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33305541,-71.0484048,t,Condominium,Entire home/apt,6,1,1,4,Real Bed,$225.00,,,$500.00,$100.00,2,$35.00,1,1125,today,,8,27,53,143,06/09/2016,21,99,f,f,strict,7,3.39
14107067,32541800,03/05/2015,"Hillsboro Beach, Florida, United States",within a few hours,97%,96%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33550118,-71.03201441,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,$250.00,,,$300.00,,1,$0.00,1,1125,today,,0,7,32,122,06/09/2016,7,97,f,t,flexible,1,5
14663743,91096414,21/08/2016,"Boston, Massachusetts, United States",within an hour,100%,79%,f,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33604115,-71.05393262,t,Apartment,Entire home/apt,7,2,2,4,Real Bed,$225.00,,,$500.00,$75.00,4,$25.00,2,1125,a week ago,,13,41,68,158,06/09/2016,1,100,f,f,strict,1,1
12534735,67907171,19/04/2016,US,within a day,69%,95%,f,2,2,"['email', 'phone', 'reviews']",t,f,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33304405,-71.0292097,t,House,Entire home/apt,4,1,1,1,Real Bed,$156.00,,,$100.00,$80.00,1,$0.00,2,1125,2 weeks ago,,2,12,29,70,06/09/2016,2,100,f,f,flexible,2,0.81
5384923,27840245,16/02/2015,"Boston, Massachusetts, United States",within a few hours,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South Boston,Boston,MA,2127,Boston,"Boston, MA",42.33775519,-71.04743668,t,House,Entire home/apt,3,1,1,2,Real Bed,$175.00,"$1,225.00","$5,250.00",$500.00,$100.00,1,$0.00,5,1125,a week ago,,4,13,33,304,06/09/2016,23,99,f,f,strict,1,1.23
4402209,8139434,13/08/2013,"Boston, Massachusetts, United States",within an hour,100%,95%,t,13,13,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35208077,-71.13599057,t,House,Private room,2,1,1,1,Real Bed,$100.00,,,,,1,$0.00,1,1125,6 days ago,,0,0,0,119,06/09/2016,20,100,f,f,flexible,10,3.16
5884210,28056464,20/02/2015,"Los Angeles, California, United States",a few days or more,0%,100%,f,2,2,"['email', 'phone']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35265882,-71.13497236,t,House,Private room,1,1,1,1,Real Bed,$33.00,,,,,1,$0.00,1,1125,4 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
11818157,29394026,15/03/2015,"Boston, Massachusetts, United States",within an hour,85%,100%,f,1,1,"['email', 'phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.34802553,-71.13730591,t,Apartment,Private room,2,1,1,1,Real Bed,$103.00,,,,,1,$0.00,1,1125,5 days ago,,30,60,90,365,06/09/2016,5,84,f,f,flexible,1,0.96
2135451,2152299,16/04/2012,"Boston, Massachusetts, United States",within an hour,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35154571,-71.12558205,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$110.00,,"$2,000.00",,,0,$0.00,5,36,2 days ago,,0,0,0,213,06/09/2016,0,,f,f,strict,2,
14463855,5984885,18/04/2013,"Boston, Massachusetts, United States",within a few hours,100%,75%,f,6,6,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.34637358,-71.13472997,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,$175.00,,,,,1,$0.00,1,1125,a week ago,,29,59,89,364,06/09/2016,0,,f,f,flexible,2,
6476613,33835566,20/05/2015,US,N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35244545,-71.13715111,t,Apartment,Private room,2,0,1,1,Real Bed,$60.00,,,,$10.00,1,$20.00,1,1125,16 months ago,,0,0,0,0,06/09/2016,1,100,f,f,flexible,1,0.06
95453,508268,14/04/2011,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,12,"['email', 'phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35937208,-71.13155989,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$175.00,$990.00,"$3,450.00",,,2,$25.00,5,60,yesterday,,11,20,50,325,06/09/2016,12,98,f,f,strict,12,0.18
9926208,26223574,16/01/2015,"Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.3507987,-71.13327159,f,Apartment,Private room,2,1,1,1,Real Bed,$99.00,,,,,1,$0.00,1,1125,5 months ago,,0,0,0,248,06/09/2016,0,,f,f,flexible,1,
3866526,8139434,13/08/2013,"Boston, Massachusetts, United States",within an hour,100%,95%,t,13,13,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35026029,-71.14361308,t,House,Private room,2,2,1,1,Real Bed,$120.00,$380.00,"$1,400.00",,,1,$20.00,6,1125,a week ago,,0,0,0,119,06/09/2016,25,100,f,f,flexible,10,3.91
13795095,705070,15/06/2011,"Boston, Massachusetts, United States",within a few hours,70%,50%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.34820037,-71.13914026,t,Apartment,Private room,2,1,1,1,Real Bed,$50.00,,,,,1,$10.00,10,45,6 weeks ago,,7,37,67,67,06/09/2016,0,,f,f,moderate,1,
13590412,78508229,18/06/2016,US,within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews']",f,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.34934248,-71.12908093,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$100.00,,,,,1,$25.00,1,1125,3 days ago,,0,0,0,0,06/09/2016,10,96,f,t,strict,1,4.62
4106372,757253,29/06/2011,"Boston, Massachusetts, United States",within a few hours,100%,95%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35266233,-71.12624835,t,Apartment,Entire home/apt,7,1,2,3,Real Bed,$260.00,,,$300.00,$50.00,3,$20.00,2,1125,a week ago,,20,48,77,349,06/09/2016,49,93,f,f,strict,2,2.06
8310653,18604433,21/07/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35334442,-71.12693352,t,Apartment,Private room,2,1,1,1,Real Bed,$85.00,$500.00,,,,1,$0.00,2,1125,3 months ago,,0,0,0,0,06/09/2016,11,96,f,f,moderate,3,0.99
2114274,2152299,16/04/2012,"Boston, Massachusetts, United States",within an hour,100%,100%,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35136145,-71.12615239,t,Apartment,Private room,2,1,1,1,Real Bed,$93.00,$600.00,"$1,700.00",,,1,$0.00,4,1125,2 days ago,,5,21,49,324,06/09/2016,20,95,f,f,moderate,2,0.64
3353,4240,11/11/2008,"Boston, Massachusetts, United States",within a few hours,90%,78%,f,6,6,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Allston,Allston,MA,2134,Boston,"Allston, MA",42.35501678,-71.12759006,t,Apartment,Private room,1,1,1,1,Real Bed,$40.00,$400.00,"$1,200.00",$100.00,$50.00,1,$0.00,7,365,2 months ago,,0,0,0,249,06/09/2016,34,90,f,f,strict,2,0.38
7052171,36885389,27/06/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.34763753,-71.13235922,t,House,Private room,1,2,1,1,Futon,$39.00,$232.00,$819.00,$125.00,$10.00,1,$0.00,1,7,8 months ago,,0,0,0,0,06/09/2016,1,100,f,t,strict,1,0.08
3677662,660123,03/06/2011,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35572891,-71.13072245,t,Apartment,Private room,2,1,1,1,Real Bed,$85.00,$500.00,"$1,600.00",$95.00,$20.00,3,$0.00,6,70,3 months ago,,5,35,65,340,06/09/2016,38,95,f,f,moderate,1,1.49
2930663,8139434,13/08/2013,"Boston, Massachusetts, United States",within an hour,100%,95%,t,13,13,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35425366,-71.13715329,t,House,Private room,2,2,1,1,Real Bed,$75.00,,"$1,799.00",,,1,$25.00,1,1125,2 weeks ago,,0,0,0,263,06/09/2016,68,95,f,f,strict,10,2.38
7868209,31545543,19/04/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35026472,-71.1270331,t,Apartment,Private room,2,1,1,1,Real Bed,$76.00,,,$200.00,$20.00,1,$0.00,1,1125,13 months ago,,0,0,0,0,06/09/2016,2,90,f,f,moderate,2,0.16
4293597,9189449,02/10/2013,"Brookline, Massachusetts, United States",within a few hours,95%,99%,f,6,6,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35019417,-71.14215165,t,House,Private room,1,2,1,1,Real Bed,$40.00,$215.00,$850.00,,,0,$0.00,1,1125,3 weeks ago,,1,13,36,311,06/09/2016,95,92,f,f,strict,6,4.57
7283351,8503981,29/08/2013,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2135,Boston,"Boston, MA",42.35065647,-71.13997201,t,Apartment,Private room,1,1,1,1,Real Bed,$50.00,$540.00,,$300.00,$20.00,1,$0.00,3,1125,3 months ago,,0,0,0,0,06/09/2016,5,88,f,f,flexible,1,0.37
1839549,8139434,13/08/2013,"Boston, Massachusetts, United States",within an hour,100%,95%,t,13,13,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35231133,-71.13655217,t,House,Private room,2,2,1,1,Real Bed,$69.00,$459.00,"$1,699.00",,,1,$25.00,1,1125,a week ago,,0,0,0,144,06/09/2016,59,94,f,f,strict,10,1.69
6227976,32304279,30/04/2015,"Boston, Massachusetts, United States",within an hour,100%,100%,f,5,5,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36017549,-71.1291039,t,Apartment,Private room,1,1,1,1,Real Bed,$108.00,,,$500.00,$80.00,1,$70.00,2,28,4 days ago,,18,48,78,78,06/09/2016,2,60,f,f,strict,5,0.13
14413896,64418839,25/03/2016,"Boston, Massachusetts, United States",within a day,100%,100%,f,2,2,"['email', 'phone']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36053025,-71.12395222,t,House,Private room,2,1,1,1,Real Bed,$119.00,,,,,2,$100.00,2,1125,4 weeks ago,,13,39,69,69,06/09/2016,0,,f,f,flexible,2,
8112652,30489899,02/04/2015,"Boston, Massachusetts, United States",within an hour,100%,67%,f,14,14,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35502536,-71.13740266,t,House,Private room,1,1.5,1,1,Real Bed,$32.00,$320.00,"$1,200.00",,$50.00,1,$0.00,1,1125,a week ago,,0,0,0,0,06/09/2016,4,95,f,f,strict,9,0.32
6976414,31979584,26/04/2015,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,1,"['email', 'phone', 'reviews']",t,f,Allston,Allston,MA,2134,Boston,"Allston, MA",42.34856092,-71.13212688,f,Apartment,Private room,2,1,1,1,Real Bed,$88.00,"$1,100.00","$3,300.00",$128.00,$52.00,1,$0.00,1,40,today,,0,3,3,264,06/09/2016,2,100,f,f,moderate,1,1.25
10353263,53285192,04/01/2016,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35219989,-71.13442737,t,Apartment,Private room,2,1,1,1,Real Bed,$60.00,,,,,1,$10.00,3,1125,4 days ago,,0,0,1,249,06/09/2016,4,93,f,f,flexible,1,1.03
13342372,25149641,23/12/2014,"Boston, Massachusetts, United States",within an hour,100%,82%,f,6,6,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35191984,-71.13301243,t,House,Private room,2,1,1,1,Airbed,$130.00,,,,$50.00,1,$100.00,1,1125,yesterday,,29,59,89,364,06/09/2016,0,,f,t,strict,4,
10253416,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36444258,-71.13058405,t,Condominium,Entire home/apt,2,1,0,0,Real Bed,$168.00,,,$400.00,$95.00,0,$10.00,3,1125,today,,0,0,0,0,06/09/2016,2,80,f,t,moderate,58,0.36
8714682,15015493,02/05/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2215,Boston,"Boston, MA",42.35385194,-71.12209681,t,Apartment,Private room,1,1,1,1,Real Bed,$60.00,,,,,1,$0.00,1,1125,11 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
10730102,32150958,28/04/2015,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36164086,-71.12389447,t,Apartment,Private room,2,1,1,1,Real Bed,$40.00,,,,,1,$0.00,6,1125,5 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
13024208,12243051,14/02/2014,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36424315,-71.13135873,t,Condominium,Entire home/apt,2,1,1,1,Real Bed,$179.00,,,$400.00,$95.00,1,$10.00,3,1125,today,,0,0,0,0,06/09/2016,1,100,f,t,strict,58,0.39
9109401,47477850,26/10/2015,US,within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.3528677,-71.13933817,t,Condominium,Entire home/apt,6,1,3,3,Real Bed,$350.00,"$1,900.00",,$200.00,$130.00,6,$0.00,2,1125,today,,7,26,54,311,06/09/2016,19,95,f,f,strict,1,1.98
8552338,17892292,09/07/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,4,4,"['email', 'phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36022455,-71.13355804,f,House,Private room,2,2,1,1,Real Bed,$50.00,,,,$10.00,1,$10.00,4,1125,4 months ago,,0,0,0,3,06/09/2016,1,60,f,f,flexible,4,0.09
11255643,49194545,16/11/2015,"Massachusetts, United States",within an hour,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2215,Boston,"Boston, MA",42.35153184,-71.12500876,t,Apartment,Private room,3,1,1,2,Real Bed,$70.00,,,,$15.00,1,$30.00,1,1125,4 days ago,,14,38,68,158,06/09/2016,45,94,f,f,moderate,1,7.26
13696794,14003826,07/04/2014,US,a few days or more,33%,100%,f,1,1,"['phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35315202,-71.12966786,f,Apartment,Private room,2,1,1,1,Real Bed,$77.00,,,,$20.00,1,$20.00,2,1125,2 weeks ago,,8,38,68,343,06/09/2016,2,90,f,f,flexible,1,1.62
12628940,68572323,23/04/2016,US,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36259858,-71.13065251,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,$189.00,,,$200.00,$50.00,1,$0.00,2,90,2 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
11304657,22089451,03/10/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35877289,-71.13183188,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,$195.00,,,,,1,$0.00,1,1125,6 months ago,,0,0,0,0,06/09/2016,1,100,f,f,flexible,1,0.19
14220964,26956083,30/01/2015,"Boston, Massachusetts, United States",within an hour,99%,93%,f,24,24,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36172483,-71.12716152,f,House,Private room,2,1,1,1,Real Bed,$72.00,,,,$30.00,1,$20.00,2,138,4 days ago,,0,1,31,121,06/09/2016,2,100,f,t,strict,24,1.82
3519768,508268,14/04/2011,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,12,"['email', 'phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35935511,-71.12935441,t,Apartment,Entire home/apt,3,1,1,3,Real Bed,$189.00,"$1,090.00","$4,250.00",,,2,$25.00,3,89,a week ago,,3,22,47,319,06/09/2016,12,98,f,f,strict,12,0.58
12270833,66095644,06/04/2016,US,N/A,N/A,N/A,f,1,1,"['email', 'phone']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36254625,-71.1339472,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,$524.00,,,,$100.00,1,$0.00,2,1125,5 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,1,
9813223,25279966,27/12/2014,"Boston, Massachusetts, United States",within an hour,100%,100%,t,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,Allston,Boston,MA,2134,Boston,"Boston, MA",42.35105232,-71.133836,t,Apartment,Entire home/apt,2,1,0,2,Real Bed,$78.00,,,,$75.00,2,$20.00,2,1125,2 days ago,,0,5,16,121,06/09/2016,8,93,f,t,moderate,2,0.88
9878725,17892292,09/07/2014,"Boston, Massachusetts, United States",N/A,N/A,N/A,f,4,4,"['email', 'phone', 'reviews']",t,f,Allston,Boston,MA,2134,Boston,"Boston, MA",42.36030977,-71.13411348,t,House,Private room,2,2,1,1,Real Bed,$40.00,,,,$15.00,1,$10.00,1,1125,9 months ago,,0,0,0,0,06/09/2016,0,,f,f,flexible,4,
